method	direction	sample1	sample2	chromosome	start_cM	end_cM	length_cM	start_bp	end_bp	marker_steps	snp_per_cM
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	14	2.23610000	40.04639983	37.81029992	20424912	44536451	9745	257.73400426
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	14	45.53979933	67.22229719	21.68249786	51862526	72888427	8957	413.09816139
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	14	80.37149906	120.20230293	39.83080387	85236156	107287663	9723	244.10755132
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	15	13.91280000	134.14000273	120.22720277	22778880	99606489	32792	272.75025322
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	16	7.52720000	29.74129915	22.21409902	3964688	12920125	5885	264.92184062
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	16	37.86039948	71.64120078	33.78080130	17848885	55508873	8345	247.03380855
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	16	78.40099931	125.73879957	47.33780026	59055506	86438435	13909	293.82438395
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	17	0.91690000	102.99459696	102.07769694	158754	71249695	24951	244.43145514
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	18	0.26630000	74.01400208	73.74770208	158917	54888984	22213	301.20260527
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	18	77.38839984	117.70900488	40.32060504	56532820	78015180	10719	265.84422504
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	20	7.64340000	108.21340084	100.57000071	2261387	62912463	27761	276.03658949
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	21	5.67850000	25.64699948	19.96849962	17326701	27874143	4607	230.71337800
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	21	32.00689852	40.76580107	8.75890255	32492492	37980633	2729	311.56871360
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	21	48.82619977	62.78650165	13.96030188	41908935	48100155	3417	244.76548074
trim5	nu_x_fu	ORT15_nu.1.trim5	ORT16_fu.1.trim5	22	13.68690000	55.42989969	41.74299985	20733495	44980963	10923	261.67261670
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	1	24.64579940	150.38809776	125.74229836	11790687	120531059	42443	337.53955950
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	1	153.75659466	286.27300262	132.51640797	144612613	249210707	42150	318.07381929
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	2	10.15920000	41.64420068	31.48500100	3821280	19456196	7598	241.32125645
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	2	49.10010099	76.76410079	27.66399980	25969729	47784992	10652	385.04916421
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	2	84.09199715	268.08519363	183.99319649	56211772	242650634	67427	366.46463721
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	3	0.01990000	32.84339905	32.82349905	104972	14576067	8310	253.17227721
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	3	33.85500014	223.25730324	189.40230310	15122978	197836412	68952	364.05048340
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	4	20.64960003	154.22400236	133.57440233	7727299	150927123	49343	369.40461000
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	4	155.27240038	214.54229355	59.26989317	153110256	190897284	15214	256.69018766
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	5	0.12310000	19.16390061	19.04080062	163769	8151979	4454	233.91873530
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	5	20.39310038	175.81379414	155.42069376	8891253	167873938	58481	376.27550481
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	6	2.57830000	55.20870090	52.63040084	1063883	37030217	22848	434.12171737
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	6	66.74339771	119.87119913	53.12780142	43990199	115834776	24283	457.06766235
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	6	120.93989849	162.64270544	41.70280695	117722069	154694179	15619	374.53114412
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	6	176.45570040	192.03250408	15.57680368	163619201	170909002	4102	263.34029003
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	7	17.43279994	179.93370295	162.50090301	8808404	155430292	54837	337.45658630
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	8	0.01540000	163.26489449	163.24949449	198770	142693837	59990	367.47433852
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	9	0.16940000	166.30100012	166.13160012	209325	141027939	50624	304.72228019
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	10	0.00990000	19.10009980	19.09019980	135656	8246475	5025	263.22406533
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	10	21.26149982	180.91529608	159.65379626	9302625	135434303	53124	332.74498475
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	11	0.01420000	33.33840072	33.32420072	203788	19842316	9627	288.88914938
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	11	38.37549984	158.21709633	119.84159648	21429653	134942543	44077	367.79383197
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	12	0.19360000	51.76510215	51.57150215	207231	30412001	13758	266.77524264
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	12	55.01790047	80.69379926	25.67589879	33084194	67081159	10637	414.27955792
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	12	82.64399767	155.21550179	72.57150412	68272103	127702207	24214	333.65713299
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	13	0.57620000	69.30670142	68.73050141	19529644	73991462	21060	306.41417664
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	13	74.85650182	90.46459794	15.60809612	78127640	97627163	6864	439.77176627
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	13	97.09320068	120.49319744	23.39999676	101836752	112353163	6068	259.31627525
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	14	6.87820000	96.81810141	89.93990123	21500121	95705165	30870	343.22919613
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	15	27.96600000	106.11649752	78.15049887	27115609	89357446	25593	327.48351413
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	16	20.75140029	125.55030584	104.79890555	8592549	86369650	28071	267.85585071
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	17	1.21040000	112.66249418	111.45209419	198698	75468577	26831	240.74020498
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	18	1.22110000	117.70900488	116.48790492	516119	78015180	33676	289.09439159
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	20	0.08050000	40.12469947	40.04419947	124302	17162430	9354	233.59188405
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	20	47.02489972	98.06960225	51.04470253	21011062	59359142	15891	311.31536109
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	21	1.74030000	62.78650165	61.04620174	15375507	48100155	16016	262.35866515
rescale5	fu_x_nu	ORT15_fu.1.rescale5	ORT16_nu.1.rescale5	22	46.10089958	57.04309940	10.94219983	37719004	45369469	3185	291.07492557
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	1	5.25760000	106.35190010	101.09429993	2752693	77898610	30266	299.38384283
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	1	112.83140182	286.27300262	173.44160080	84751614	249210707	55869	322.11995128
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	2	0.04830000	74.85479712	74.80649712	100373	46558541	22011	294.23914829
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	2	79.51530218	142.17400551	62.65870333	50763703	123170459	24610	392.76267610
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	2	151.34639740	215.99550247	64.64910507	133091031	208641174	26723	413.35452316
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	2	218.62349510	246.24209404	27.61859894	211981894	231793015	8916	322.82593408
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	2	252.15380192	268.83249283	16.67869091	235411756	243044147	3787	227.05618926
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	3	0.01990000	223.25730324	223.23740324	104972	197836412	77596	347.59408090
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	4	1.62170000	117.42240191	115.80070183	1539392	108120475	38287	330.62839340
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	4	121.40860558	145.22540569	23.81680012	111708287	140563620	9242	388.04541141
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	4	152.90349722	214.54229355	61.63879633	149073555	190897284	16503	267.73722043
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	5	0.12310000	197.65319824	197.53009825	163769	177876309	68211	345.31952652
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	6	8.11440000	55.19790053	47.08350077	3204679	37002182	21626	459.31164092
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	6	71.34140134	93.33760142	21.99620008	47399522	88526850	12498	568.18904865
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	6	96.49400115	145.00210285	48.50810170	90739827	139844429	18943	390.51208634
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	6	146.65689468	185.04960537	38.39271069	143086596	167075927	11885	309.56397159
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	7	0.06540000	67.44610071	67.38070071	67820	43299455	20366	302.25271901
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	7	70.14960051	105.81899881	35.66939831	45955029	91145137	13576	380.60636411
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	7	113.36849928	187.15260029	73.78410101	98394807	159119486	22509	305.06572137
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	8	0.01480000	146.63310051	146.61830051	198327	133035196	54265	370.11068749
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	8	156.96879625	168.00220013	11.03340387	139668550	146296414	2756	249.78692266
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	9	0.20360000	56.52480125	56.32120126	256995	32194193	17312	307.37980745
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	9	57.88739920	157.18400478	99.29660559	33169412	137724371	31633	318.57080927
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	10	20.14540000	95.39899826	75.25359839	8572793	72437958	24806	329.63207780
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	10	96.55690193	180.91529608	84.35839415	72989703	135434303	28292	335.37859850
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	11	7.31830000	70.89769840	63.57939839	3361087	63269895	22632	355.96436223
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	11	78.68959904	158.21709633	79.52749729	71639041	134942543	28288	355.70087031
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	12	3.30250000	162.86369562	159.56119560	1682177	129342583	50949	319.30695812
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	13	0.54620000	31.09360039	30.54740038	19451443	34676035	7565	247.64791460
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	13	37.63470054	77.08169818	39.44699764	39433789	80590833	14322	363.06945664
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	13	84.32689905	113.67419958	29.34730053	92152381	109502849	8671	295.46158739
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	14	2.23610000	67.08329916	64.84719925	20424912	72844257	21159	326.29011347
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	14	79.03969884	120.20230293	41.16260409	83363440	107287663	10398	252.60792481
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	15	65.64149857	134.58629847	68.94479990	54361385	99675028	20241	293.58269267
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	16	7.31640000	69.98800039	62.67160028	3770729	54742518	15467	246.79440018
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	16	71.83349729	134.02630091	62.19280362	55569417	90149922	17210	276.72011869
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	17	26.09449923	79.59319949	53.49869728	10113345	55117622	14508	271.18417340
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	18	37.96220124	55.06250262	17.10030138	13452635	34854121	6454	377.42024861
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	18	60.54130197	109.28709507	48.74579310	42614858	74331870	15463	317.21711794
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	20	7.65110000	108.21340084	100.56230053	2275618	62912463	27754	275.98811734
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	21	1.89610000	40.79369903	38.89759909	15454659	37996897	10297	264.72070873
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	21	48.82619977	62.78650165	13.96030188	41908935	48100155	3417	244.76548074
rescale5	nu_x_fu	ORT15_nu.1.rescale5	ORT16_fu.1.rescale5	22	19.74440068	69.02580261	49.28140193	23262360	49371163	12523	254.11208912
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	1	55.41980267	169.16790009	113.74809742	30737443	158066834	38248	336.25177799
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	1	173.79239798	286.26260757	112.47020960	161200487	249198164	37244	331.14546628
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	2	0.04830000	46.65780067	46.60950067	100373	23182561	11224	240.80927360
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	2	48.98160100	101.15040541	52.16880441	25867203	74051612	21755	417.01166525
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	2	108.63879919	136.94549799	28.30669880	79902900	119149434	10552	372.77395273
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	2	142.37170219	209.27960873	66.90790653	123246150	202503225	27624	412.86600391
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	2	211.26461029	268.83249283	57.56788254	205146567	243044147	16895	293.47961494
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	3	0.01990000	14.52019960	14.50029960	104972	5563371	3474	239.58125671
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	3	23.00059944	32.86699951	9.86640006	9111221	14583194	2747	278.41968524
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	3	41.29180014	150.79309940	109.50129926	22157610	140978098	45205	412.82615188
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	3	158.38199854	167.80780554	9.42580700	147998865	156784535	3297	349.78437393
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	3	174.74280596	223.25730324	48.51449728	169001968	197836412	11133	229.47779786
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	4	33.31429958	120.22689581	86.91259623	16112274	111030787	32531	374.29557294
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	4	123.70129824	211.92760468	88.22630644	113990943	189752124	27456	311.19969891
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	5	0.12310000	72.63110280	72.50800281	163769	65124415	24342	335.71466677
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	5	75.73649883	87.56620288	11.82970405	67351076	76540021	3182	268.98390590
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	5	91.24709964	182.30789900	91.06079936	79115662	171074931	35592	390.85973602
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	6	0.46570000	55.21100163	54.74530165	227205	37039564	23323	426.02742695
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	6	64.05320168	162.65989542	98.60669374	42413211	154705702	41253	418.35902243
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	6	176.45699978	192.03250408	15.57550430	163620409	170909002	4101	263.29805573
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	7	0.11370000	187.15260029	187.03890028	85111	159119486	59826	319.85859577
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	8	0.01180000	163.26489449	163.25309449	194947	142693837	59993	367.48461148
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	9	0.89760000	17.75960028	16.86200025	526772	7759331	4835	286.73940989
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	9	23.64639938	69.70700026	46.06060088	10259861	74394694	14859	322.59674683
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	9	71.74969912	79.95539904	8.20569992	77164006	81720891	2165	263.84099113
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	9	87.80469894	159.95520353	72.15050459	87697154	138327242	22647	313.88553869
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	10	0.00990000	17.23739952	17.22749952	135656	7540941	4609	267.53737505
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	10	32.28499889	45.18859982	12.90360093	14257361	23665438	4302	333.39530748
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	10	46.92730010	180.91529608	133.98799598	24789485	135434303	45495	339.54534260
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	11	0.01420000	153.87250185	153.85830185	203788	133071523	53748	349.33441585
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	12	0.19360000	91.00199938	90.80839938	207231	76401140	29591	325.86192688
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	12	92.33739972	139.54750299	47.21010327	76521756	118106433	16844	356.78803544
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	12	145.57600021	159.68279839	14.10679817	122014770	128815245	3125	221.52439993
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	13	0.55050000	90.46630263	89.91580266	19496434	97639414	29867	332.16630579
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	14	2.30160000	96.80129886	94.49969884	20445370	95701542	31442	332.72063706
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	15	28.00019979	106.03610277	78.03590298	27119570	89337276	25586	327.87472207
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	16	0.11520000	124.65089560	124.53569559	198093	86155964	32366	259.89335705
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	17	49.65369999	128.47379446	78.82009447	30634363	81041077	19090	242.19712155
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	18	49.98230040	87.66729832	37.68499792	28570025	63031248	15410	408.91603694
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	18	94.47519779	117.70900488	23.23380709	67669809	78015180	5493	236.42272571
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	20	0.07760000	91.81950092	91.74190093	100505	56866380	25930	282.64075344
bamrefine5	fu_x_nu	ORT15_fu.1.bamrefine5	ORT16_nu.1.bamrefine5	21	1.45240000	55.43550253	53.98310255	15231699	43808526	13980	258.96992464
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	1	3.34000000	150.38809776	147.04809785	1566177	120531059	46821	318.40602282
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	1	154.79969978	172.16360569	17.36390591	145383170	160126188	4378	252.13221170
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	1	180.67109585	259.88130569	79.21020985	165465281	236619656	29209	368.75296829
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	2	41.63349867	216.00530148	174.37180281	19376840	208641908	69245	397.11122375
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	2	218.62349510	268.83249283	50.20899773	211981894	243044147	14341	285.62609591
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	3	0.01990000	21.62940055	21.60950055	104972	8685908	5288	244.70718273
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	3	25.67909956	121.97229862	96.29319906	10629780	112408483	38638	401.25367499
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	3	149.94399548	163.86740208	13.92340660	140189148	151980287	4481	321.83215850
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	3	166.50489569	223.25730324	56.75240755	154900690	197836412	15780	278.04987808
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	4	0.35530000	145.16669512	144.81139511	111487	140546206	49311	340.51878280
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	4	152.89649963	214.52510357	61.62860394	149042334	190793847	16505	267.81395239
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	5	0.12310000	197.67080545	197.54770546	163769	177883242	68217	345.31912097
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	6	0.50440000	55.19790053	54.69350051	232716	37002182	23307	426.13838540
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	6	73.53050113	120.48490047	46.95439935	52122884	117560865	21618	460.40414318
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	6	133.49499702	145.00210285	11.50710583	132106988	139844429	3515	305.46342866
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	6	146.83539867	184.77530479	37.93990612	143256102	166950663	11701	308.40877579
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	7	0.11370000	67.44610071	67.33240071	85111	43299455	20365	302.45468431
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	7	75.24380088	180.21099567	104.96719480	50477213	155600417	34845	331.96085756
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	8	0.01350000	42.90120006	42.88770006	197042	20315601	12294	286.65561417
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	8	54.21940088	87.37519979	33.15579891	27456253	70865668	14021	422.88228485
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	8	96.56879902	115.71439505	19.14559603	81043866	103553857	7846	409.80703807
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	8	117.79530048	149.87210035	32.07679987	105883980	134643872	12489	389.34681922
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	8	153.52859497	168.00220013	14.47360516	137312815	146296414	4081	281.96154006
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	9	6.94780000	108.38299990	101.43520012	2241091	107605344	34063	335.81044803
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	9	109.52869654	159.70200300	50.17330647	107973277	138270987	13929	277.61774101
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	10	0.00990000	64.33860064	64.32870064	135656	45935744	20335	316.11084631
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	10	66.44560099	95.41199803	28.96639705	47543322	72444130	9658	333.42082498
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	10	98.83909822	180.91529608	82.07619786	75409967	135434303	27386	333.66555363
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	11	5.84680000	54.35670018	48.50990027	2875163	36090420	15760	324.88213564
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	11	56.94739819	71.00579739	14.05839920	37844652	63330396	6297	447.91728491
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	11	78.68369818	105.67400455	26.99030638	71579229	100414181	11878	440.08392620
bamrefine5	nu_x_fu	ORT15_nu.1.bamrefine5	ORT16_fu.1.bamrefine5	11	108.84619951	126.61620378	17.77000427	103779558	119214868	6472	364.20925402
